city,state_name,county_name
Marana,Arizona,Pima
Yucaipa,California,San Bernardino
Peabody,Massachusetts,Essex
Rocky Mount,North Carolina,Nash
Texas City,Texas,Galveston
Kentwood,Michigan,Kent
Manhattan,Kansas,Riley
Colton,California,San Bernardino
Aspen Hill,Maryland,Montgomery
Diamond Bar,California,Los Angeles
Huntington Park,California,Los Angeles
Wheaton,Illinois,DuPage
Pinellas Park,Florida,Pinellas
Aloha,Oregon,Washington
Oak Park,Illinois,Cook
Minnetonka,Minnesota,Hennepin
Twin Falls,Idaho,Twin Falls
Edina,Minnesota,Hennepin
Westchester,Florida,Miami-Dade
Methuen Town,Massachusetts,Essex
Normal,Illinois,McLean
Elyria,Ohio,Lorain
Grand Island,Nebraska,Hall
Novato,California,Marin
Paramount,California,Los Angeles
Kyle,Texas,Hays
Placentia,California,Orange
Wheaton,Maryland,Montgomery
Kendale Lakes,Florida,Miami-Dade
Cathedral City,California,Riverside
Florissant,Missouri,St. Louis
Catalina Foothills,Arizona,Pima
West New York,New Jersey,Hudson
Lincoln,California,Placer
Dunwoody,Georgia,DeKalb
Levittown,New York,Nassau
Palm Desert,California,Riverside
Mooresville,North Carolina,Iredell
Little Elm,Texas,Denton
Glendora,California,Los Angeles
Burien,Washington,King
Aliso Viejo,California,Orange
Summerville,South Carolina,Dorchester
Collierville,Tennessee,Shelby
Tamiami,Florida,Miami-Dade
Wake Forest,North Carolina,Wake
Hoffman Estates,Illinois,Cook
Westfield,Indiana,Hamilton
Columbus,Indiana,Bartholomew
Troy,New York,Rensselaer
Country Club,Florida,Miami-Dade
Burleson,Texas,Johnson
East Honolulu,Hawaii,Honolulu
Levittown,Pennsylvania,Bucks
Mishawaka,Indiana,St. Joseph
Grapevine,Texas,Tarrant
Cuyahoga Falls,Ohio,Summit
Delano,California,Kern
Enid,Oklahoma,Garfield
Milford city ,Connecticut,South Central Connecticut
El Dorado Hills,California,El Dorado
Rosemead,California,Los Angeles
McLean,Virginia,Fairfax
Lakewood,Ohio,Cuyahoga
Jeffersonville,Indiana,Clark
Draper,Utah,Salt Lake
Covina,California,Los Angeles
Murray,Utah,Salt Lake
Downers Grove,Illinois,DuPage
Rockwall,Texas,Rockwall
Chesterfield,Missouri,St. Louis
St. Louis Park,Minnesota,Hennepin
Florin,California,Sacramento
Cypress,California,Orange
Eagle Mountain,Utah,Utah
North Bethesda,Maryland,Montgomery
Azusa,California,Los Angeles
Lawrence,Indiana,Marion
Coral Gables,Florida,Miami-Dade
Everett,Massachusetts,Middlesex
Bedford,Texas,Tarrant
Antelope,California,Sacramento
Dublin,Ohio,Franklin
Portage,Michigan,Kalamazoo
Biloxi,Mississippi,Harrison
Titusville,Florida,Brevard
Euclid,Ohio,Cuyahoga
Ceres,California,Stanislaus
University,Florida,Hillsborough
Stillwater,Oklahoma,Payne
Leesburg,Virginia,Loudoun
Bothell,Washington,King
Tuckahoe,Virginia,Henrico
Cedar Hill,Texas,Dallas
Poway,California,San Diego
Cerritos,California,Los Angeles
Hilo,Hawaii,Hawaii
Niagara Falls,New York,Niagara
Fort Pierce,Florida,St. Lucie
San Luis Obispo,California,San Luis Obispo
Minot,North Dakota,Ward
North Highlands,California,Sacramento
Ocoee,Florida,Orange
Roswell,New Mexico,Chaves
Wilson,North Carolina,Wilson
Wauwatosa,Wisconsin,Milwaukee
Glenview,Illinois,Cook
Middletown,Connecticut,Lower Connecticut River Valley
Oro Valley,Arizona,Pima
Brea,California,Orange
Rancho Santa Margarita,California,Orange
Roseville,Michigan,Macomb
Mentor,Ohio,Lake
Winter Garden,Florida,Orange
Newark,California,Alameda
East Providence,Rhode Island,Providence
Goose Creek,South Carolina,Berkeley
La Mirada,California,Los Angeles
Huntsville,Texas,Walker
Rowland Heights,California,Los Angeles
Beavercreek,Ohio,Greene
Los Banos,California,Merced
Prescott,Arizona,Yavapai
Gallatin,Tennessee,Sumner
Olive Branch,Mississippi,DeSoto
Attleboro,Massachusetts,Bristol
Salina,Kansas,Saline
Farmington,New Mexico,San Juan
Whitney,Nevada,Clark
Potomac,Maryland,Montgomery
Urbandale,Iowa,Polk
Strongsville,Ohio,Cuyahoga
Pahrump,Nevada,Nye
Hackensack,New Jersey,Bergen
Wentzville,Missouri,St. Charles
Plainfield,Illinois,Will
Haltom City,Texas,Tarrant
Altamonte Springs,Florida,Seminole
Keller,Texas,Tarrant
Odenton,Maryland,Anne Arundel
Ashburn,Virginia,Loudoun
Elmhurst,Illinois,DuPage
East Lansing,Michigan,Ingham
Brentwood,Tennessee,Williamson
Sayreville,New Jersey,Middlesex
Sierra Vista,Arizona,Cochise
Morgan Hill,California,Santa Clara
Bountiful,Utah,Davis
Littleton,Colorado,Arapahoe
Pearl City,Hawaii,Honolulu
Lake Ridge,Virginia,Prince William
Shakopee,Minnesota,Scott
Palm Springs,California,Riverside
Clermont,Florida,Lake
Riverton,Utah,Salt Lake
The Colony,Texas,Denton
Mankato,Minnesota,Blue Earth
West Lafayette,Indiana,Tippecanoe
Moorhead,Minnesota,Clay
Cleveland Heights,Ohio,Cuyahoga
North Lauderdale,Florida,Broward
Fairfield,Ohio,Butler
Sicklerville,New Jersey,Camden
Fond du Lac,Wisconsin,Fond du Lac
Cutler Bay,Florida,Miami-Dade
Rohnert Park,California,Sonoma
Oakley,California,Contra Costa
Salem,Massachusetts,Essex
Concord,New Hampshire,Merrimack
Wilkes-Barre,Pennsylvania,Luzerne
North Fort Myers,Florida,Lee
El Centro,California,Imperial
Freeport,New York,Nassau
Saratoga Springs,Utah,Utah
Oakland Park,Florida,Broward
Columbia,Tennessee,Maury
Greenacres,Florida,Palm Beach
Hicksville,New York,Nassau
Lompoc,California,Santa Barbara
Trujillo Alto,Puerto Rico,Trujillo Alto
Lombard,Illinois,DuPage
Spanish Fork,Utah,Utah
Linden,New Jersey,Union
Waxahachie,Texas,Ellis
Pittsfield,Massachusetts,Berkshire
Channelview,Texas,Harris
Ormond Beach,Florida,Volusia
Newnan,Georgia,Coweta
Woodbridge,Virginia,Prince William
Holly Springs,North Carolina,Wake
Danville,California,Contra Costa
Burke,Virginia,Fairfax
Huber Heights,Ohio,Montgomery
West Babylon,New York,Suffolk
Delaware,Ohio,Delaware
Schertz,Texas,Bexar
North Miami Beach,Florida,Miami-Dade
Woonsocket,Rhode Island,Providence
Hollister,California,San Benito
Campbell,California,Santa Clara
Buffalo Grove,Illinois,Lake
Edmonds,Washington,Snohomish
Catonsville,Maryland,Baltimore
Manassas,Virginia,Manassas
Vineyard,California,Sacramento
Puyallup,Washington,Pierce
San Bruno,California,San Mateo
Coachella,California,Riverside
Jefferson City,Missouri,Cole
French Valley,California,Riverside
Midland,Michigan,Midland
Beverly,Massachusetts,Essex
Mableton,Georgia,Cobb
Danville,Virginia,Danville
Moline,Illinois,Rock Island
Bullhead City,Arizona,Mohave
Peachtree Corners,Georgia,Gwinnett
Linton Hall,Virginia,Prince William
Coppell,Texas,Dallas
Annandale,Virginia,Fairfax
Lebanon,Tennessee,Wilson
Altadena,California,Los Angeles
Land O' Lakes,Florida,Pasco
Grove City,Ohio,Franklin
Belleville,Illinois,St. Clair
Post Falls,Idaho,Kootenai
Marion,Iowa,Linn
Fitchburg,Massachusetts,Worcester
Brookfield,Wisconsin,Waukesha
Coram,New York,Suffolk
Princeton,Florida,Miami-Dade
Weslaco,Texas,Hidalgo
Shelton,Connecticut,Naugatuck Valley
Marlborough,Massachusetts,Middlesex
Milton,Georgia,Fulton
Rancho Palos Verdes,California,Los Angeles
Hallandale Beach,Florida,Broward
Woburn,Massachusetts,Middlesex
Brighton,Colorado,Adams
Indian Trail,North Carolina,Union
Reynoldsburg,Ohio,Franklin
Romeoville,Illinois,Will
Maplewood,Minnesota,Ramsey
Lynnwood,Washington,Snohomish
Lancaster,Ohio,Fairfield
Covington,Kentucky,Kenton
Mount Juliet,Tennessee,Wilson
Friendswood,Texas,Galveston
Germantown,Tennessee,Shelby
Lancaster,Texas,Dallas
Annapolis,Maryland,Anne Arundel
Meadow Woods,Florida,Orange
Westfield,Massachusetts,Hampden
Essex,Maryland,Baltimore
Cedar Falls,Iowa,Black Hawk
Kearny,New Jersey,Hudson
Bartlett,Illinois,DuPage
Woodlawn,Maryland,Baltimore
DeKalb,Illinois,DeKalb
Pine Bluff,Arkansas,Jefferson
Crystal Lake,Illinois,McHenry
New Berlin,Wisconsin,Waukesha
Lake Oswego,Oregon,Clackamas
Findlay,Ohio,Hancock
Valley Stream,New York,Nassau
The Acreage,Florida,Palm Beach
Cottage Grove,Minnesota,Washington
Cape Girardeau,Missouri,Cape Girardeau
Plant City,Florida,Hillsborough
Culver City,California,Los Angeles
Oviedo,Florida,Seminole
Hurst,Texas,Tarrant
Hobbs,New Mexico,Lea
Duncanville,Texas,Dallas
Waipahu,Hawaii,Honolulu
Hutchinson,Kansas,Reno
DeLand,Florida,Volusia
Fort Lee,New Jersey,Bergen
Apache Junction,Arizona,Pinal
Rexburg,Idaho,Madison
Lincoln Park,Michigan,Wayne
Lake Stevens,Washington,Snohomish
Severna Park,Maryland,Anne Arundel
Issaquah,Washington,King
Rosenberg,Texas,Fort Bend
Chelsea,Massachusetts,Suffolk
Lakewood Ranch,Florida,Manatee
Carol Stream,Illinois,DuPage
Aventura,Florida,Miami-Dade
West Fargo,North Dakota,Cass
Bettendorf,Iowa,Scott
Park Ridge,Illinois,Cook
Greer,South Carolina,Greenville
Quincy,Illinois,Adams
Grants Pass,Oregon,Josephine
Parkland,Washington,Pierce
Royal Palm Beach,Florida,Palm Beach
Warren,Ohio,Trumbull
Streamwood,Illinois,Cook
Roy,Utah,Weber
Keizer,Oregon,Marion
Owasso,Oklahoma,Tulsa
Navarre,Florida,Santa Rosa
Peachtree City,Georgia,Fayette
Menomonee Falls,Wisconsin,Waukesha
La Vergne,Tennessee,Rutherford
Prattville,Alabama,Autauga
Valrico,Florida,Hillsborough
San Gabriel,California,Los Angeles
Clinton,Maryland,Prince George's
Vestavia Hills,Alabama,Jefferson
Bell Gardens,California,Los Angeles
Security-Widefield,Colorado,El Paso
Stanton,California,Orange
Westerville,Ohio,Franklin
Wheeling,Illinois,Cook
Atlantic City,New Jersey,Atlantic
Phenix City,Alabama,Russell
Calexico,California,Imperial
Winter Springs,Florida,Seminole
Urbana,Illinois,Champaign
Mechanicsville,Virginia,Hanover
La Quinta,California,Riverside
East Point,Georgia,Fulton
Georgetown,Kentucky,Scott
Clovis,New Mexico,Curry
Riviera Beach,Florida,Palm Beach
Hot Springs,Arkansas,Garland
Sun City,Arizona,Maricopa
Adelanto,California,San Bernardino
Northglenn,Colorado,Adams
Portage,Indiana,Porter
Holyoke,Massachusetts,Hampden
Lewiston,Maine,Androscoggin
Tupelo,Mississippi,Lee
Montclair,California,San Bernardino
Hilton Head Island,South Carolina,Beaufort
Winchester,Nevada,Clark
Rome,Georgia,Floyd
Central Islip,New York,Suffolk
Fuquay-Varina,North Carolina,Wake
Evans,Georgia,Columbia
New Albany,Indiana,Floyd
Bartlesville,Oklahoma,Washington
Monrovia,California,Los Angeles
Pleasant Grove,Utah,Utah
Carpentersville,Illinois,Kane
Pacifica,California,San Mateo
South Miami Heights,Florida,Miami-Dade
Oregon City,Oregon,Clackamas
La Puente,California,Los Angeles
Greenfield,Wisconsin,Milwaukee
Foothill Farms,California,Sacramento
Mission Bend,Texas,Fort Bend
Tooele,Utah,Tooele
Estero,Florida,Lee
Midlothian,Texas,Ellis
Cedar City,Utah,Iron
Leavenworth,Kansas,Leavenworth
Copperas Cove,Texas,Coryell
Kearns,Utah,Salt Lake
Tucker,Georgia,DeKalb
Wildomar,California,Riverside
Martinez,California,Contra Costa
Hanover Park,Illinois,DuPage
Muskogee,Oklahoma,Muskogee
Oakton,Virginia,Fairfax
Rock Island,Illinois,Rock Island
Richfield,Minnesota,Hennepin
La Presa,California,San Diego
South Valley,New Mexico,Bernalillo
Kiryas Joel,New York,Orange
Hilliard,Ohio,Franklin
Beloit,Wisconsin,Rock
Claremont,California,Los Angeles
Oak Creek,Wisconsin,Milwaukee
Sun Prairie,Wisconsin,Dane
Elmont,New York,Nassau
Commack,New York,Suffolk
Merrillville,Indiana,Lake
Upper Arlington,Ohio,Franklin
Woodstock,Georgia,Cherokee
Douglasville,Georgia,Douglas
Farmers Branch,Texas,Dallas
Socorro,Texas,El Paso
La Porte,Texas,Harris
Dunedin,Florida,Pinellas
North Ridgeville,Ohio,Lorain
Olney,Maryland,Montgomery
San Luis,Arizona,Yuma
Richmond West,Florida,Miami-Dade
Randallstown,Maryland,Baltimore
Moorpark,California,Ventura
Benton,Arkansas,Saline
Kaneohe,Hawaii,Honolulu
Lauderdale Lakes,Florida,Broward
Windsor,Colorado,Weld
Roseville,Minnesota,Ramsey
El Mirage,Arizona,Maricopa
East Meadow,New York,Nassau
Parkland,Florida,Broward
Plainfield,Indiana,Hendricks
Norristown,Pennsylvania,Montgomery
Inver Grove Heights,Minnesota,Dakota
Marion,Ohio,Marion
Franklin,Wisconsin,Milwaukee
Temple City,California,Los Angeles
Midvale,Utah,Salt Lake
Salisbury,North Carolina,Rowan
Egypt Lake-Leto,Florida,Hillsborough
San Juan,Texas,Hidalgo
Carrollwood,Florida,Hillsborough
Owings Mills,Maryland,Baltimore
Fruit Cove,Florida,St. Johns
Monroe,North Carolina,Union
Richmond,Indiana,Wayne
Cookeville,Tennessee,Putnam
Richmond,Kentucky,Madison
Kendall West,Florida,Miami-Dade
Torrington,Connecticut,Northwest Hills
Stockbridge,Georgia,Henry
Springville,Utah,Utah
Fair Oaks,Virginia,Fairfax
Addison,Illinois,DuPage
Oswego,Illinois,Kendall
Gahanna,Ohio,Franklin
American Fork,Utah,Utah
Brunswick,Ohio,Medina
Hinesville,Georgia,Liberty
Watertown Town,Massachusetts,Middlesex
Calumet City,Illinois,Cook
Orangevale,California,Sacramento
Wildwood,Missouri,St. Louis
Oakville,Missouri,St. Louis
Chillum,Maryland,Prince George's
Redmond,Oregon,Deschutes
Fair Lawn,New Jersey,Bergen
Mason,Ohio,Warren
West Hollywood,California,Los Angeles
Graham,Washington,Pierce
Golden Glades,Florida,Miami-Dade
Sahuarita,Arizona,Pima
Prairieville,Louisiana,Ascension
San Juan Capistrano,California,Orange
Pueblo West,Colorado,Pueblo
Timberwood Park,Texas,Bexar
Oildale,California,Kern
Butte,Montana,Silver Bow
University Place,Washington,Pierce
Long Beach,New York,Nassau
Merritt Island,Florida,Brevard
University City,Missouri,St. Louis
Northbrook,Illinois,Cook
Del Rio,Texas,Val Verde
Canton,Georgia,Cherokee
Manhattan Beach,California,Los Angeles
Prosper,Texas,Collin
Manitowoc,Wisconsin,Manitowoc
Fairborn,Ohio,Greene
McMinnville,Oregon,Yamhill
Lewiston,Idaho,Nez Perce
Meridian,Mississippi,Lauderdale
College Park,Maryland,Prince George's
Valparaiso,Indiana,Porter
Goshen,Indiana,Elkhart
Pleasant Hill,California,Contra Costa
Spanaway,Washington,Pierce
Stow,Ohio,Summit
Westmont,California,Los Angeles
Pikesville,Maryland,Baltimore
South Riding,Virginia,Loudoun
Cooper City,Florida,Broward
Montgomery Village,Maryland,Montgomery
Dakota Ridge,Colorado,Jefferson
Lufkin,Texas,Angelina
New City,New York,Rockland
San Dimas,California,Los Angeles
Crown Point,Indiana,Lake
Westlake,Ohio,Cuyahoga
Kearney,Nebraska,Buffalo
Syracuse,Utah,Davis
Eastpointe,Michigan,Macomb
Weatherford,Texas,Parker
Woodridge,Illinois,DuPage
Kingman,Arizona,Mohave
Leawood,Kansas,Johnson
Cibolo,Texas,Guadalupe
Deer Park,Texas,Harris
Englewood,Colorado,Arapahoe
Walla Walla,Washington,Walla Walla
Statesboro,Georgia,Bulloch
Uniondale,New York,Nassau
Alabaster,Alabama,Shelby
Kennesaw,Georgia,Cobb
Gadsden,Alabama,Etowah
Baldwin,New York,Nassau
Harker Heights,Texas,Bell
Goldsboro,North Carolina,Wayne
Ken Caryl,Colorado,Jefferson
Petersburg,Virginia,Petersburg
Huntington Station,New York,Suffolk
Gillette,Wyoming,Campbell
Chester,Pennsylvania,Delaware
West Little River,Florida,Miami-Dade
Helena,Montana,Lewis and Clark
Bethel Park,Pennsylvania,Allegheny
Martinez,Georgia,Columbia
East Lake,Florida,Pinellas
Spring Valley,New York,Rockland
Cottonwood Heights,Utah,Salt Lake
Cleburne,Texas,Johnson
Foster City,California,San Mateo
Canyon Lake,Texas,Comal
Sherwood,Arkansas,Pulaski
Clearfield,Utah,Davis
Dana Point,California,Orange
Rochester,New Hampshire,Strafford
Glendale Heights,Illinois,DuPage
Kaysville,Utah,Davis
Bell,California,Los Angeles
Andover,Minnesota,Anoka
Brooklyn Center,Minnesota,Hennepin
Desert Hot Springs,California,Riverside
Menlo Park,California,San Mateo
Los Gatos,California,Santa Clara
St. Charles,Illinois,Kane
Pasadena,Maryland,Anne Arundel
Savage,Minnesota,Scott
Lathrop,California,San Joaquin
Goleta,California,Santa Barbara
Des Moines,Washington,King
Garner,North Carolina,Wake
Garfield,New Jersey,Bergen
Fallbrook,California,San Diego
Florence,Kentucky,Boone
Aiken,South Carolina,Aiken
Buenaventura Lakes,Florida,Osceola
Spring Valley,California,San Diego
Maryville,Tennessee,Blount
Hutto,Texas,Williamson
Long Branch,New Jersey,Monmouth
Massillon,Ohio,Stark
Wheat Ridge,Colorado,Jefferson
O'Fallon,Illinois,St. Clair
Elk Grove Village,Illinois,Cook
Nacogdoches,Texas,Nacogdoches
Oak Ridge,Tennessee,Anderson
North Olmsted,Ohio,Cuyahoga
Fair Oaks,California,Sacramento
Atwater,California,Merced
Cornelius,North Carolina,Mecklenburg
West Odessa,Texas,Ector
Juneau,Alaska,Juneau
Duluth,Georgia,Gwinnett
Beverly Hills,California,Los Angeles
Opelika,Alabama,Lee
Milford Mill,Maryland,Baltimore
Pullman,Washington,Whitman
Erie,Colorado,Weld
Oceanside,New York,Nassau
Marrero,Louisiana,Jefferson
Laramie,Wyoming,Albany
Carlsbad,New Mexico,Eddy
Pekin,Illinois,Tazewell
Sun City Center,Florida,Hillsborough
Rome,New York,Oneida
Ithaca,New York,Tompkins
Seguin,Texas,Guadalupe
San Pablo,California,Contra Costa
Dania Beach,Florida,Broward
Lake Magdalene,Florida,Hillsborough
West Bend,Wisconsin,Washington
Bethany,Oregon,Washington
Bangor,Maine,Penobscot
Naugatuck,Connecticut,Naugatuck Valley
Mundelein,Illinois,Lake
Nicholasville,Kentucky,Jessamine
Middle River,Maryland,Baltimore
Bel Air North,Maryland,Harford
Fitchburg,Wisconsin,Dane
New Bern,North Carolina,Craven
Lakeside,Florida,Clay
Shawnee,Oklahoma,Pottawatomie
Centereach,New York,Suffolk
Eagle,Idaho,Ada
LaGrange,Georgia,Troup
Zionsville,Indiana,Boone
Bluffton,South Carolina,Beaufort
Orcutt,California,Santa Barbara
Bay Shore,New York,Suffolk
Sterling,Virginia,Loudoun
Holladay,Utah,Salt Lake
New Smyrna Beach,Florida,Volusia
Santa Paula,California,Ventura
Port Chester,New York,Westchester
Haines City,Florida,Polk
SeaTac,Washington,King
Lawndale,California,Los Angeles
Alamogordo,New Mexico,Otero
Southlake,Texas,Tarrant
North Royalton,Ohio,Cuyahoga
Hopkinsville,Kentucky,Christian
Northport,Alabama,Tuscaloosa
Bella Vista,Arkansas,Benton
Laguna Hills,California,Orange
Springfield,Virginia,Fairfax
Ballwin,Missouri,St. Louis
Sanford,North Carolina,Lee
La Verne,California,Los Angeles
North Chicago,Illinois,Lake
Westfield,New Jersey,Union
Oakleaf Plantation,Florida,Clay
Los Altos,California,Santa Clara
Miami Lakes,Florida,Miami-Dade
Washington,Utah,Washington
Banning,California,Riverside
West Falls Church,Virginia,Fairfax
Lawrenceville,Georgia,Gwinnett
Eldersburg,Maryland,Carroll
Franklin Square,New York,Nassau
Burlingame,California,San Mateo
Gurnee,Illinois,Lake
Morrisville,North Carolina,Wake
Ferry Pass,Florida,Escambia
Princeton,New Jersey,Mercer
Liberty,Missouri,Clay
Redan,Georgia,DeKalb
Parkville,Maryland,Baltimore
Chamblee,Georgia,DeKalb
North Tonawanda,New York,Niagara
Saratoga,California,Santa Clara
Brownsburg,Indiana,Hendricks
Newark,Delaware,New Castle
Granger,Indiana,St. Joseph
Niles,Illinois,Cook
Highland Park,Illinois,Lake
Middletown,New York,Orange
Austintown,Ohio,Mahoning
Summerlin South,Nevada,Clark
Ruskin,Florida,Hillsborough
McDonough,Georgia,Henry
Bowling Green,Ohio,Wood
Drexel Hill,Pennsylvania,Delaware
Matthews,North Carolina,Mecklenburg
Fridley,Minnesota,Anoka
Paragould,Arkansas,Greene
Greenville,Texas,Hunt
Winter Park,Florida,Orange
Algonquin,Illinois,McHenry
Hazleton,Pennsylvania,Luzerne
